,date,Afghanistan_nan,Albania_nan,Algeria_nan,Andorra_nan,Angola_nan,Antigua and Barbuda_nan,Argentina_nan,Armenia_nan,Australia_Australian Capital Territory,Australia_New South Wales,Australia_Northern Territory,Australia_Queensland,Australia_South Australia,Australia_Tasmania,Australia_Victoria,Australia_Western Australia,Austria_nan,Azerbaijan_nan,Bahamas_nan,Bahrain_nan,Bangladesh_nan,Barbados_nan,Belarus_nan,Belgium_nan,Belize_nan,Benin_nan,Bhutan_nan,Bolivia_nan,Bosnia and Herzegovina_nan,Botswana_nan,Brazil_nan,Brunei_nan,Bulgaria_nan,Burkina Faso_nan,Burma_nan,Burundi_nan,Cabo Verde_nan,Cambodia_nan,Cameroon_nan,Canada_nan,Central African Republic_nan,Chad_nan,Chile_nan,China_Anhui,China_Beijing,China_Chongqing,China_Fujian,China_Gansu,China_Guangdong,China_Guangxi,China_Guizhou,China_Hainan,China_Hebei,China_Heilongjiang,China_Henan,China_Hong Kong,China_Hubei,China_Hunan,China_Inner Mongolia,China_Jiangsu,China_Jiangxi,China_Jilin,China_Liaoning,China_Macau,China_Ningxia,China_Qinghai,China_Shaanxi,China_Shandong,China_Shanghai,China_Shanxi,China_Sichuan,China_Tianjin,China_Tibet,China_Xinjiang,China_Yunnan,China_Zhejiang,Colombia_nan,Comoros_nan,Congo (Brazzaville)_nan,Congo (Kinshasa)_nan,Costa Rica_nan,Cote d'Ivoire_nan,Croatia_nan,Cuba_nan,Cyprus_nan,Czechia_nan,Denmark_Faroe Islands,Denmark_Greenland,Denmark_nan,Diamond Princess_nan,Djibouti_nan,Dominica_nan,Dominican Republic_nan,Ecuador_nan,Egypt_nan,El Salvador_nan,Equatorial Guinea_nan,Eritrea_nan,Estonia_nan,Eswatini_nan,Ethiopia_nan,Fiji_nan,Finland_nan,France_French Guiana,France_French Polynesia,France_Guadeloupe,France_Martinique,France_Mayotte,France_New Caledonia,France_Reunion,France_Saint Barthelemy,France_Saint Pierre and Miquelon,France_St Martin,France_nan,Gabon_nan,Gambia_nan,Georgia_nan,Germany_nan,Ghana_nan,Greece_nan,Grenada_nan,Guatemala_nan,Guinea-Bissau_nan,Guinea_nan,Guyana_nan,Haiti_nan,Holy See_nan,Honduras_nan,Hungary_nan,Iceland_nan,India_nan,Indonesia_nan,Iran_nan,Iraq_nan,Ireland_nan,Israel_nan,Italy_nan,Jamaica_nan,Japan_nan,Jordan_nan,Kazakhstan_nan,Kenya_nan,"Korea, South_nan",Kosovo_nan,Kuwait_nan,Kyrgyzstan_nan,Laos_nan,Latvia_nan,Lebanon_nan,Lesotho_nan,Liberia_nan,Libya_nan,Liechtenstein_nan,Lithuania_nan,Luxembourg_nan,MS Zaandam_nan,Madagascar_nan,Malawi_nan,Malaysia_nan,Maldives_nan,Mali_nan,Malta_nan,Marshall Islands_nan,Mauritania_nan,Mauritius_nan,Mexico_nan,Moldova_nan,Monaco_nan,Mongolia_nan,Montenegro_nan,Morocco_nan,Mozambique_nan,Namibia_nan,Nepal_nan,Netherlands_Aruba,"Netherlands_Bonaire, Sint Eustatius and Saba",Netherlands_Curacao,Netherlands_Sint Maarten,Netherlands_nan,New Zealand_nan,Nicaragua_nan,Niger_nan,Nigeria_nan,North Macedonia_nan,Norway_nan,Oman_nan,Pakistan_nan,Panama_nan,Papua New Guinea_nan,Paraguay_nan,Peru_nan,Philippines_nan,Poland_nan,Portugal_nan,Qatar_nan,Romania_nan,Russia_nan,Rwanda_nan,Saint Kitts and Nevis_nan,Saint Lucia_nan,Saint Vincent and the Grenadines_nan,Samoa_nan,San Marino_nan,Sao Tome and Principe_nan,Saudi Arabia_nan,Senegal_nan,Serbia_nan,Seychelles_nan,Sierra Leone_nan,Singapore_nan,Slovakia_nan,Slovenia_nan,Solomon Islands_nan,Somalia_nan,South Africa_nan,South Sudan_nan,Spain_nan,Sri Lanka_nan,Sudan_nan,Suriname_nan,Sweden_nan,Switzerland_nan,Syria_nan,Taiwan*_nan,Tajikistan_nan,Tanzania_nan,Thailand_nan,Timor-Leste_nan,Togo_nan,Trinidad and Tobago_nan,Tunisia_nan,Turkey_nan,Uganda_nan,Ukraine_nan,United Arab Emirates_nan,United Kingdom_Anguilla,United Kingdom_Bermuda,United Kingdom_British Virgin Islands,United Kingdom_Cayman Islands,United Kingdom_Channel Islands,United Kingdom_Falkland Islands (Malvinas),United Kingdom_Gibraltar,United Kingdom_Isle of Man,United Kingdom_Montserrat,United Kingdom_Turks and Caicos Islands,United Kingdom_nan,United States_nan,Uruguay_nan,Uzbekistan_nan,Vanuatu_nan,Venezuela_nan,Vietnam_nan,West Bank and Gaza_nan,Yemen_nan,Zambia_nan,Zimbabwe_nan
43,2020-08-27,29046,4791,30157,893,1335,89,274458,36988,110,2994,33,1084,456,216,14837,637,22317,33364,742,47370,193458,140,69650,18360,54,1738,119,52521,12480,199,3122846,139,11044,1058,349,345,2749,265,17651,114610,1782,875,377922,985,926,577,366,167,1715,253,145,165,343,934,1254,4200,63626,1015,257,657,934,155,256,46,75,18,353,802,819,201,620,205,1,806,191,1268,417781,399,1742,9020,14471,16139,6595,3195,935,17190,358,14,14763,651,5307,18,64347,95202,69612,13291,3798,284,2067,3115,16829,23,7200,8508,202,289,98,2964,23,692,9,1,52,73433,7066,638,1190,212909,42246,3804,24,59641,1127,8180,616,5743,12,9586,3757,1964,2583948,118575,316638,161009,23364,87953,206554,846,52542,1364,100509,19368,14551,9085,74522,37492,21,1163,4133,526,832,1209,96,1802,5854,0,13686,3121,8994,4691,2054,1121,0,6381,335,475532,24156,116,291,3606,41901,1968,2776,20073,608,7,35,179,0,1561,2913,1084,40726,10722,9348,79608,279561,63996,232,8348,421877,133990,44097,41357,114797,36677,790629,1863,17,25,57,0,658,846,286255,8974,0,127,1581,55139,2206,2199,0,2443,531338,1290,150376,2830,6594,2893,0,34800,569,462,7246,183,3237,25,946,192,1504,240792,1268,56149,59472,3,151,8,202,545,13,216,312,12,102,0,2101326,1333,37200,0,34147,637,14194,1098,10840,5010
44,2020-08-28,29059,4923,30436,902,1028,89,280165,37264,110,2994,33,1084,458,216,15101,637,22594,33461,755,47760,196836,141,69887,18360,93,1738,120,54914,12733,199,3158783,139,11231,1058,349,345,2807,265,17651,115029,1784,878,379452,985,926,577,366,167,1716,253,145,165,343,934,1254,4249,63626,1015,257,657,934,155,258,46,75,18,353,806,826,201,622,205,1,825,191,1268,429608,399,1742,9035,14664,16315,6809,3222,935,17497,361,14,14877,651,5307,18,65285,95311,70419,13570,3884,284,2076,3210,17415,23,7200,8586,202,336,98,2964,23,692,13,1,79,73501,7187,743,1196,214186,42392,3804,24,60534,1127,8282,633,5743,12,10076,3759,1964,2648998,120900,318270,164874,23364,89824,206902,888,53691,1367,101144,19434,14765,9239,75320,37726,21,1163,4260,526,832,1310,96,1816,5909,0,13709,3143,9030,4873,2055,1186,0,6407,335,479770,24156,116,291,3731,43049,2055,2789,20242,743,7,35,179,0,1568,2913,1085,41017,10933,9348,79608,279937,64602,232,8595,429662,134474,44785,41556,115017,37056,796498,1866,17,25,57,0,658,848,287403,9091,0,127,1581,55337,2225,2236,0,2443,533935,1290,150376,2842,6603,2971,0,34800,584,462,7276,183,3242,25,981,628,1522,241809,1288,57051,59861,3,151,8,202,545,13,221,312,12,148,0,2118367,1352,37873,0,34972,663,14291,1107,10945,5043
45,2020-08-29,29063,5020,30717,902,1041,89,287220,37563,110,2994,33,1084,458,216,15324,641,22866,33576,782,48275,198863,141,70207,18403,115,1738,135,56749,12858,199,3202185,139,11253,1058,351,357,2855,265,17651,115294,1784,878,381183,985,926,577,366,167,1718,253,145,165,343,934,1254,4287,63626,1015,257,657,934,155,259,46,75,18,353,807,829,201,622,213,1,837,191,1268,440562,399,1742,9068,15737,16440,7024,3273,935,17541,362,14,14989,651,5314,18,66320,95429,71302,13799,3884,284,2086,3359,18116,23,7200,8620,202,336,98,2964,23,880,13,1,79,73279,7187,751,1196,214790,42581,3804,24,61163,1127,8282,636,5743,12,10156,3759,1979,2713933,122802,319847,169020,23364,90554,208224,890,54883,1447,101391,19590,14903,9355,75993,37973,21,1163,4484,526,872,1333,97,1833,5942,0,13753,3143,9038,4925,2121,1244,0,6407,335,484283,25139,116,295,3839,44618,2078,2817,20555,765,7,35,179,0,1570,2913,1085,41314,11014,9348,79608,280340,65119,232,8854,438017,135101,45536,41766,115251,37388,802365,1904,17,25,57,0,658,848,288441,9233,0,127,1591,55447,2254,2268,0,2481,536694,1290,150376,2849,6612,2991,0,35200,599,462,7309,183,3242,25,990,894,1536,242812,1288,58156,60202,3,153,8,202,545,13,226,312,12,148,0,2140614,1364,38250,0,36175,677,14631,1113,11092,5056
46,2020-08-30,29089,5139,30978,902,1063,91,294007,37650,110,2994,33,1084,458,216,15580,641,23070,33703,782,48654,201907,145,70452,18415,117,1738,140,58497,12961,224,3237615,139,11313,1058,352,357,2867,265,17651,115460,1784,878,382584,985,926,577,366,167,1720,253,145,165,343,935,1254,4320,63627,1015,257,657,934,155,259,46,75,18,353,807,841,201,622,213,1,850,191,1268,450609,399,1742,9103,15737,16553,7212,3327,935,17547,362,14,15116,651,5319,18,66776,101620,72120,14013,3884,284,2088,3478,18382,23,7200,8620,202,336,98,2964,23,880,13,1,79,73279,7187,1032,1221,215283,42777,3804,24,61681,1127,8387,687,5828,12,10242,3759,1990,2774801,124185,321421,172880,23364,92922,208536,890,55700,1468,101553,19688,14973,9473,76650,38198,21,1163,4693,528,872,1410,97,1837,5967,0,13802,3147,9048,5036,2169,1313,0,6430,335,489724,25139,116,295,3963,46355,2100,2929,20822,765,7,35,179,0,1585,2913,1085,41513,11062,9348,80459,280547,65747,232,9146,446675,157403,46192,41885,115430,37665,804941,1918,17,25,57,0,658,851,289667,9388,0,127,1594,55586,2278,2283,0,2481,538604,1290,150376,2860,6612,3073,0,35800,614,462,7309,183,3252,25,996,672,1562,243839,1288,58775,60600,3,153,8,202,545,13,228,312,12,148,0,2153939,1378,38655,0,37091,695,14787,1123,11454,5061
47,2020-08-31,29089,5214,31244,908,1071,91,301195,37722,110,2994,33,1084,458,216,15814,641,23226,33847,801,49047,204887,146,70468,18422,173,1738,142,60408,13095,224,3268591,139,11483,1058,354,357,2916,266,17651,116020,1790,880,383879,985,926,577,368,167,1721,253,145,165,346,935,1254,4342,63627,1015,257,658,934,155,259,46,75,18,355,808,840,201,624,213,1,865,191,1268,459460,399,1742,9133,16056,16699,7434,3378,1139,17807,374,14,15205,651,5323,18,68082,101669,72929,14292,3884,284,2088,3529,18994,23,7200,8654,205,336,98,2964,23,880,13,1,79,73537,7264,1032,1240,216795,42963,3804,24,62068,1127,8447,718,5828,12,10396,3761,1997,2839882,125959,323233,176602,23364,94369,207653,890,56338,1508,101553,19893,15198,9595,77224,38459,21,1163,4811,528,872,1459,97,1840,5984,0,13832,3160,9054,5155,2169,1400,0,6464,335,496222,25872,116,295,4021,47595,2170,3327,21410,768,7,35,200,0,1598,2913,1088,41638,11157,9348,80810,280682,66173,232,9421,455457,157562,46638,41961,115667,37869,807339,2013,17,25,57,0,660,851,290796,9439,0,127,1594,55658,2377,2296,0,2481,540923,1290,150376,2868,6612,3140,0,36100,629,462,7376,183,3274,25,1005,676,1573,244926,1288,59162,60931,3,155,8,202,545,13,232,312,12,200,0,2184825,1409,39275,0,38112,707,15056,1131,11469,5221
48,2020-09-01,29231,5441,31493,908,1084,91,308376,38356,110,2994,33,1084,458,217,16152,641,23565,33977,801,49395,208177,146,70606,18457,213,1738,142,62124,13435,493,3345240,139,11615,1075,357,357,3423,266,17651,116432,1790,884,385790,985,926,577,369,167,1721,253,145,165,346,935,1254,4380,63627,1015,258,659,934,155,259,46,75,18,355,809,842,201,626,213,1,877,191,1268,469552,410,1742,9322,16270,16814,7735,3395,1139,18116,374,14,15300,651,5327,18,68736,101723,73828,14570,3884,284,2112,3562,19487,23,7200,8707,205,336,98,2964,23,880,13,4,79,73727,7264,1032,1253,218403,43121,6486,24,62935,1127,8527,742,5828,12,10430,3821,2007,2901908,128057,325124,180473,23364,95485,207944,890,57503,1564,102962,20211,15356,9792,77657,38649,21,1173,4988,528,1158,1676,97,1857,5990,0,13915,3420,9075,5265,2178,1453,0,6464,335,501722,25872,116,296,4058,48922,2170,3379,22178,857,7,35,241,0,1606,2913,1088,42010,11525,9348,81024,280970,66974,232,9721,471599,158012,47030,42104,115895,38454,813603,2044,17,26,57,0,660,853,291514,9484,0,127,1594,55749,2478,2323,0,2481,549993,1290,150376,2879,6612,3171,0,36300,646,462,7413,183,3274,25,1035,685,1624,245929,1489,59904,61491,3,157,8,204,545,13,237,312,12,218,0,2202663,1419,39538,0,39027,735,15338,1160,11479,5241
49,2020-09-02,29315,5582,31746,909,1115,91,315530,38631,110,2994,33,1086,459,217,16152,641,23820,34116,849,49645,211016,149,70900,18490,240,1738,144,64074,13626,493,3387309,139,11760,1075,358,357,3460,271,17651,116866,1803,904,387683,985,926,577,369,167,1722,253,145,165,347,935,1254,4401,63627,1015,259,659,934,155,259,46,75,18,360,809,849,201,630,214,1,879,191,1268,479567,410,1742,9347,16512,16933,7968,3458,1139,18326,374,14,15413,651,5327,18,69519,101867,74626,14879,4390,284,2130,3585,19903,23,7350,8739,336,336,98,2964,23,880,13,4,79,73946,7335,1032,1270,219904,43478,6486,24,63688,1127,8527,779,5870,12,11147,3903,2016,2970492,129971,326801,184205,23364,96973,208201,898,58108,1610,102962,20211,15529,9923,78209,38895,21,1173,5195,528,1162,1746,97,1874,6015,0,13965,3500,9079,5338,2185,1490,0,6548,335,504541,26189,91,296,4104,50357,2170,3454,23290,934,7,39,302,0,1622,2913,1088,42439,11741,9348,81024,281925,67487,232,9981,480177,158610,47865,42233,116111,38701,819043,2071,17,26,57,0,660,855,292510,9506,0,127,1600,55891,2523,2359,0,2481,553456,1290,150376,2883,6612,3272,0,36500,661,471,7447,183,3277,25,1055,691,1628,246876,1528,60943,62029,3,157,8,204,575,13,240,312,12,218,0,2231757,1433,39664,0,39912,746,15483,1175,11494,5250
50,2020-09-03,29390,5732,32006,909,1144,91,322461,38855,110,2994,33,1088,459,217,16370,643,24171,34264,893,50013,213980,150,71205,18513,240,1738,150,65884,14120,493,3429435,139,11935,1075,359,357,3502,272,18448,117277,1807,908,389409,985,926,577,370,167,1722,253,145,165,347,935,1254,4431,63627,1015,259,659,934,155,259,46,75,18,360,809,854,201,632,214,1,883,191,1268,489151,410,1742,9367,17855,17045,8266,3474,1139,18663,379,14,15499,651,5327,18,70871,102051,75415,15119,4390,295,2150,3789,20283,23,7350,8772,336,336,98,2964,23,880,13,4,79,74156,7335,1075,1279,221525,43577,6486,24,64399,1127,8726,805,5870,12,11618,3930,2023,3037151,132055,328595,187757,23364,98838,208490,921,58200,1648,104176,20644,15783,10113,78791,39174,21,1187,5338,528,1163,1856,97,1901,6074,0,14031,3516,9083,5483,2203,1528,0,6588,335,510626,27017,94,296,4164,51223,2370,3483,24207,1031,7,39,302,0,1630,2913,1091,42627,11965,9348,81828,282268,68198,232,10251,480177,159475,48593,42427,116313,39275,824783,2163,17,26,57,0,660,857,293964,9553,0,127,1600,56028,2617,2402,0,2481,554887,1290,150376,2883,6612,3318,0,36500,681,471,7482,183,3277,25,1071,700,1681,248087,1532,61828,62668,3,157,8,204,575,13,246,312,12,220,0,2266957,1437,40081,0,40574,755,16095,1180,11562,5263
51,2020-09-04,29713,5882,32259,928,1167,91,331621,39257,110,2994,33,1089,459,218,16625,644,24513,34419,893,50323,216191,153,71510,18534,271,1738,150,67844,14476,493,3464278,139,12046,1098,359,357,3562,272,18448,117755,1818,914,391248,985,926,577,370,167,1723,253,145,165,354,935,1254,4456,63627,1015,259,661,934,155,259,46,75,18,360,809,860,201,634,214,1,885,191,1268,498221,410,1742,9367,18053,17162,8530,3487,1139,19027,379,14,15586,651,5327,18,70871,102200,76305,15347,4413,295,2157,3844,20612,23,7350,8792,360,336,98,2964,23,880,13,5,79,74377,7424,1295,1294,222802,43693,6486,24,65029,1127,8832,805,5870,12,12347,3944,2029,3107223,134181,330308,191368,23364,100115,209027,922,60093,1676,104176,21059,16009,10300,79417,39389,21,1187,5592,528,1163,1910,97,1920,6126,0,14075,3533,9092,5642,2220,1565,0,6623,335,514663,27017,97,296,4203,52483,2511,3611,25561,1119,7,39,302,0,1631,2913,1091,42816,12054,9348,81828,282553,68742,232,10523,498523,160549,49820,42576,116538,39626,830532,2191,17,26,57,0,660,859,295063,9723,0,127,1602,56174,2693,2440,0,2696,557818,1290,150376,2907,6612,3366,0,36500,698,471,7515,183,3277,25,1079,707,1699,249108,1564,62828,63158,3,158,10,204,575,13,248,312,12,221,0,2283454,1446,40392,0,41249,772,16437,1194,11572,5345
52,2020-09-05,30082,5976,32481,928,1192,91,340381,39823,110,2994,33,1089,459,217,16784,644,24828,34565,948,50645,217852,154,71843,18555,287,1793,150,69566,14636,493,3498999,139,12132,1098,371,357,3611,272,18448,117968,1818,914,392967,985,926,577,372,167,1727,253,145,165,354,935,1254,4493,63627,1015,259,661,934,155,259,46,75,18,360,810,866,201,634,214,1,889,192,1268,507770,410,1742,9420,18211,17323,8771,3570,1237,19039,379,14,15671,651,5327,18,71901,102304,77208,15587,4413,295,2165,3903,20776,24,7350,8870,360,336,98,2964,23,1313,13,5,79,73866,7424,1315,1302,223570,43693,6486,24,65595,1127,8832,921,5933,12,13115,3952,2038,3180865,136401,332131,195259,23364,100974,209610,950,61099,1700,104892,21158,16146,10431,79903,39599,21,1187,5868,528,1163,2025,97,1952,6126,0,14113,3551,9113,5822,2233,1601,0,6658,335,518844,27799,102,296,4224,53929,2579,3643,27127,1206,7,39,302,0,1632,2913,1091,42922,12149,9348,81828,282553,69223,232,10810,498523,161668,52346,42793,116780,40028,835884,2199,17,26,58,0,660,859,295842,9851,0,127,1602,56267,2797,2483,0,2696,561204,1290,150376,2918,6725,3426,0,37100,715,473,7549,183,3281,25,1094,717,1701,250092,1564,63891,63652,3,158,10,204,575,13,255,312,12,264,0,2302187,1459,40774,0,42006,805,16661,1197,11668,5345
53,2020-09-06,30537,6106,32745,928,1198,91,349132,40089,110,2994,33,1089,459,217,16921,644,25043,34705,948,50946,221275,154,71864,18565,287,1793,150,71489,14709,493,3522155,139,12157,1103,385,357,3628,272,18448,118192,1818,918,394399,985,926,577,372,167,1733,253,145,165,354,935,1254,4511,63627,1015,259,661,934,155,259,46,75,18,360,811,869,201,634,215,1,896,192,1268,518229,410,1742,9439,18211,17472,9008,3590,1237,19053,379,14,15760,651,5327,18,72567,102304,78108,15815,4413,295,2170,3951,21307,24,7350,8870,360,336,98,2964,23,1313,13,5,79,73866,7424,1315,1310,224215,43693,6486,24,66131,1127,8928,954,5933,12,13418,3958,2050,3250429,138575,333900,198560,23364,103422,210015,958,61730,1756,105611,21230,16297,10546,80521,39826,21,1187,6139,528,1182,2081,97,1954,6126,0,14139,3551,9115,5936,2238,1627,0,6669,335,524669,27799,102,296,4231,55274,2615,3786,28941,1206,7,45,302,0,1634,2913,1091,43013,12235,9348,82406,286016,69661,232,11133,506422,184687,54256,42953,116998,40307,838680,2235,17,26,58,0,660,859,296737,9922,0,127,1611,56333,2802,2483,0,2696,563891,1290,150376,2925,6730,3494,0,37100,730,473,7581,183,3281,25,1106,724,1752,251105,1564,64496,66095,3,158,10,204,575,13,273,312,12,264,0,2315995,1459,41225,0,42006,815,16843,1200,11674,5345
54,2020-09-07,30557,6186,32985,934,1215,91,357388,40121,110,2994,33,1090,460,217,17056,644,25300,34837,976,51240,224573,154,71883,18576,314,1793,151,73150,14830,493,3549201,139,12189,1112,388,374,3790,273,18448,118386,1818,919,395717,985,926,577,372,167,1735,253,145,165,355,935,1254,4524,63627,1015,259,661,934,155,260,46,75,18,360,811,872,201,637,215,1,899,193,1268,529279,410,3887,9451,19083,17599,9266,3642,1237,19855,409,14,15833,651,5327,18,73228,91242,79008,16137,4454,295,2176,4029,21789,24,7350,8902,528,336,98,2964,23,1313,13,5,79,74223,7533,1315,1315,225704,43801,6486,24,66584,1127,8956,962,5991,12,13828,3961,2057,3323950,140652,335572,202859,23364,105022,210238,974,62190,1817,105850,21310,16636,10643,81037,39960,21,1187,6430,528,1190,2126,97,1955,6126,0,14184,3590,9124,6052,2246,1690,0,6681,335,531334,27799,102,296,4272,56096,2697,3806,30677,1244,7,45,321,0,1635,2913,1091,43231,12486,9348,82805,286157,70247,232,11524,522251,184906,55113,43016,117241,40454,840997,2271,17,26,58,0,660,859,297623,10037,0,127,1611,56408,2836,2530,0,2696,566555,1290,150376,2926,6730,3544,0,37700,744,475,7616,183,3284,25,1114,734,1788,252152,1741,64886,66533,3,158,10,204,575,13,273,312,12,264,0,2333551,1466,41531,0,43753,853,17270,1201,11748,5455
55,2020-09-08,30715,6239,33183,934,1215,91,366590,40592,110,2994,33,1091,461,217,17175,644,25629,34965,976,51574,227809,156,71916,18602,321,1793,153,75098,15172,493,3572421,139,12297,1112,460,374,3851,273,18448,119420,1825,927,397730,985,926,577,372,167,1737,253,145,165,355,935,1254,4543,63627,1015,259,661,934,155,260,46,75,18,362,811,875,201,642,216,1,899,193,1268,541462,415,3887,9501,19285,17688,9553,3700,1237,20139,409,14,15907,651,5327,18,73795,91242,79886,16462,4454,295,2195,4059,22677,24,7350,8946,528,336,98,2964,25,1313,13,5,79,74569,7533,1424,1321,227379,43898,7262,24,67462,1127,9009,1030,5991,12,14273,3972,2060,3398844,142958,337414,206324,23364,106529,210801,992,62936,1885,106069,21483,17023,10782,81654,40092,21,1187,6722,528,1194,2247,97,1994,6266,0,14219,3630,9136,6157,2258,1729,0,6681,335,535141,28578,107,296,4312,57239,2715,3981,32964,1293,7,48,321,0,1639,2913,1099,43334,12700,9348,82973,286506,70751,232,11920,522251,185178,55910,43146,117497,40838,847746,2307,17,26,58,0,660,859,298246,10037,0,127,1613,56461,2913,2533,0,2738,567729,1290,150376,2935,6730,3595,0,37700,760,475,7650,183,3286,25,1127,743,1862,253245,1817,65849,66943,3,158,10,204,575,13,276,312,12,264,0,2359111,1476,41594,0,44435,868,17779,1203,11787,5477
56,2020-09-09,31048,6284,33379,938,1245,91,382490,41023,110,2994,33,1091,461,217,17311,646,25764,35119,1183,51819,230804,156,71999,18635,326,1793,155,77216,15208,493,3611632,139,12474,1118,553,374,3915,273,18448,119789,1825,931,399555,985,926,577,373,167,1743,253,145,165,355,935,1254,4557,63627,1015,259,661,934,155,260,46,75,18,364,811,877,201,642,216,1,899,193,1268,552885,415,3887,9523,19544,17770,9833,3727,1237,20374,410,14,15990,651,5327,18,74305,91242,80689,16786,4479,295,2213,4077,23054,24,7500,8986,528,336,98,2964,25,1313,13,5,107,74867,7618,1460,1325,228784,44188,7262,24,68308,1127,9068,1045,5991,12,15064,3984,2067,3471783,145200,339111,209993,23364,108116,211272,1019,63734,1919,106424,21557,17360,10926,82222,40336,21,1234,7024,528,1194,2329,105,2008,6292,0,14243,3630,9143,6288,2267,1760,0,6701,335,538514,28962,107,298,4350,59723,2763,4640,33882,1351,7,51,333,0,1648,2913,1099,43610,12754,9348,83115,287658,71419,232,12309,536959,185543,57135,43284,117746,41002,854069,2325,17,26,58,0,662,862,298966,10176,0,127,1622,56492,2947,2587,0,2738,569935,1290,150376,2946,6730,3622,0,38100,780,475,7683,183,3310,25,1144,749,1862,254188,1876,67092,67359,3,159,10,204,575,13,277,312,12,266,0,2387479,1478,42212,0,45318,890,18466,1209,11839,5542
57,2020-09-10,31129,6346,33562,938,1277,91,390098,41233,110,2994,33,1094,461,217,17484,646,26043,35269,1183,52284,233550,157,72203,18659,326,1793,155,79483,15273,546,3657701,139,12619,1123,625,374,3993,274,18837,120848,1825,932,401356,985,926,577,374,168,1745,253,145,165,355,935,1254,4582,63627,1015,259,663,934,155,260,46,75,18,364,812,887,201,644,220,1,899,193,1268,569479,415,3887,9533,20322,17884,10142,3779,1237,20787,410,14,16069,651,5327,18,75034,91242,81597,17106,4479,304,2223,4103,23640,24,7500,9040,576,336,98,2964,25,1313,13,5,107,74991,7618,1460,1334,230283,44188,7262,24,68927,1127,9100,1088,5991,12,15577,3990,2072,3542663,147510,340842,213817,23364,110134,211885,1019,64489,1981,107014,22047,17616,11033,83040,40487,21,1248,7312,528,1194,2420,105,2030,6367,0,14295,3683,9167,6559,2269,1803,0,6758,335,541804,28962,107,298,4393,61850,2857,4767,35700,1407,7,55,333,0,1655,2913,1099,43810,12896,9348,83325,288206,72203,232,12729,536959,186058,58069,43441,117978,41010,859961,2352,17,26,58,0,662,866,299998,10207,0,127,1622,56558,3001,2620,0,2738,573003,1290,150376,2955,6730,3706,0,38100,797,475,7714,183,3312,25,1145,755,1862,255407,1998,68289,67945,3,160,10,204,575,13,287,312,11,270,0,2403511,1484,42509,0,46125,893,18821,1211,11899,5635
58,2020-09-11,31154,6443,33723,943,1288,91,400121,41434,110,2994,33,1096,462,217,17771,646,26257,35440,1220,52776,236024,158,72369,18689,404,1793,158,81240,15672,546,3695158,139,12750,1127,625,374,4076,274,18837,121537,1825,934,403064,985,926,577,375,168,1745,253,145,165,355,935,1254,4598,63627,1015,259,663,934,155,260,46,75,18,365,813,887,201,645,220,1,899,193,1268,582694,415,3887,9622,20710,17960,10466,3844,1237,21140,410,14,16139,651,5327,18,75747,91242,82473,17433,4490,304,2233,4165,24024,24,7500,9078,642,336,98,2964,26,1313,13,5,107,75308,7706,1582,1354,231349,44267,7262,24,69703,1127,9189,1144,6120,12,16613,4014,2079,3624196,150217,342539,217396,23364,112005,212432,1019,65244,2084,107051,22442,18029,11150,83660,40631,21,1248,7312,528,1199,2506,105,2049,6367,0,14320,3720,9181,6846,2271,1833,0,6786,335,547088,30437,123,298,4460,64194,2899,4898,36672,1451,7,55,387,0,1663,2913,1100,43998,12994,10371,83325,288536,72858,232,13181,544745,186606,58848,43644,118199,41010,865646,2450,17,26,61,0,662,866,300933,10350,0,136,1622,56607,3081,2662,0,2791,574587,1290,150376,2969,6731,3747,0,38100,812,475,7747,183,3312,25,1166,762,1956,256524,1998,69466,68462,3,161,10,204,575,13,289,312,11,270,0,2417878,1490,42857,0,46960,902,19788,1211,11899,5660
59,2020-09-12,31234,6494,33875,943,1289,91,409771,41605,110,2994,33,1107,462,217,17771,646,26579,35607,1319,53192,238271,158,72547,18709,458,1793,159,82796,15922,546,3723206,139,12758,1127,676,374,4104,274,18837,121944,1825,938,404919,985,926,577,376,168,1749,253,145,165,355,935,1254,4613,63627,1015,259,663,934,155,261,46,75,18,368,813,890,202,645,221,1,899,193,1268,592820,415,3887,9719,20928,17960,10721,3878,1281,21205,410,14,16247,651,5327,18,76531,91242,83261,17874,4490,304,2252,4188,24493,24,7500,9132,642,837,98,2964,26,1313,13,5,107,75308,7706,1617,1363,231953,44342,7262,24,70403,1127,9251,1191,6120,12,17760,4058,2085,3702595,152458,344516,221283,23364,113225,213191,1072,65934,2156,107257,22771,18226,11272,84404,40779,21,1248,7936,528,1210,12100,105,2070,6421,0,14349,3724,9189,7055,2276,1850,0,6804,335,551113,30437,123,298,4491,65867,2905,5811,37524,1542,7,56,430,0,1676,2913,1100,44088,13128,10371,83325,289429,73476,232,13679,559321,187116,59725,43894,118475,42811,871000,2544,17,26,61,0,662,866,301836,10373,0,136,1634,56699,3114,2699,0,2791,576423,1290,150376,2983,6731,3788,0,38500,827,475,7782,183,3312,25,1189,766,1991,257731,1998,70881,68983,3,161,37,204,575,13,294,312,11,270,0,2434658,1502,43359,0,47729,910,19979,1211,12007,5675
